order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd
612,15/03/2014 04:16,13175,12436,49.99
613,15/03/2014 09:09,12869,12198,49.99
614,16/03/2014 10:27,12724,12085,49.99
615,16/03/2014 15:24,12844,12179,59.99
616,17/03/2014 18:34,13224,12470,49.99
617,18/03/2014 01:20,13251,12491,45.99
618,18/03/2014 12:58,12902,12225,45.99
619,19/03/2014 19:06,13003,12295,49.99
620,20/03/2014 04:50,12970,12273,45.99
621,20/03/2014 10:40,13150,12414,49.99
622,21/03/2014 02:37,13405,12601,49.99
623,22/03/2014 21:17,13530,12694,45.99
624,23/03/2014 13:10,12960,12267,45.99
625,23/03/2014 22:27,13165,12428,49.99
626,24/03/2014 15:46,13651,12783,49.99
627,24/03/2014 20:15,13259,12497,45.99
628,25/03/2014 06:33,13108,12377,49.99
629,25/03/2014 18:40,13230,12474,29.99
630,26/03/2014 02:11,13669,12798,49.99
631,26/03/2014 09:52,13542,12704,49.99
632,26/03/2014 14:46,13508,12677,45.99
633,27/03/2014 12:38,13343,12553,59.99
634,28/03/2014 11:16,13606,12749,45.99
635,28/03/2014 12:21,13438,12626,45.99
636,28/03/2014 13:07,13400,12596,49.99
637,29/03/2014 14:27,13817,12905,49.99
638,30/03/2014 22:35,13452,12637,49.99
639,01/04/2014 11:14,13903,12967,45.99
640,02/04/2014 03:44,13904,12968,45.99
641,02/04/2014 10:48,13458,12640,49.99
642,02/04/2014 21:25,13769,12868,45.99
643,04/04/2014 04:14,13855,12932,45.99
644,04/04/2014 04:48,13766,12866,49.99
645,04/04/2014 13:08,13956,13006,45.99
646,04/04/2014 18:11,13983,13028,45.99
647,05/04/2014 04:16,13962,13011,49.99
648,05/04/2014 18:00,13939,12994,49.99
649,06/04/2014 17:59,13798,12891,45.99
650,07/04/2014 13:50,14161,13162,49.99
651,08/04/2014 05:13,13934,12989,49.99
652,09/04/2014 21:50,14244,13227,49.99
653,10/04/2014 04:04,14320,13285,49.99
654,10/04/2014 07:27,14331,13293,49.99
655,11/04/2014 07:40,13883,12951,59.99
656,11/04/2014 08:27,14397,13339,45.99
657,11/04/2014 10:24,14216,13206,49.99
658,12/04/2014 05:30,13964,13012,49.99
659,13/04/2014 04:59,14429,13361,49.99
660,13/04/2014 06:48,14175,13172,49.99
661,13/04/2014 19:40,14377,13324,49.99
662,16/04/2014 00:44,14160,13161,49.99
663,17/04/2014 15:06,14610,13503,49.99
664,18/04/2014 04:58,14798,13640,49.99
665,18/04/2014 14:31,14407,13345,49.99
666,19/04/2014 02:35,14803,13644,49.99
667,19/04/2014 08:20,14466,13389,49.99
668,19/04/2014 12:23,14432,13363,49.99
669,20/04/2014 12:19,14721,13586,45.99
670,20/04/2014 13:12,14444,13372,49.99
671,20/04/2014 15:16,14985,13785,49.99
672,21/04/2014 02:44,14591,13489,45.99
673,21/04/2014 12:36,14427,13360,49.99
674,21/04/2014 19:09,14920,13737,45.99
675,22/04/2014 07:02,14975,13778,49.99
676,22/04/2014 07:08,15005,13798,49.99
677,22/04/2014 15:39,14785,13630,45.99
678,23/04/2014 03:12,14832,13667,45.99
679,24/04/2014 02:49,14766,13618,45.99
680,24/04/2014 04:28,15133,13889,59.99
681,24/04/2014 20:20,14554,13458,49.99
682,25/04/2014 07:19,15207,13946,45.99
683,25/04/2014 13:14,14628,13516,45.99
684,25/04/2014 18:29,14838,13672,49.99
685,26/04/2014 12:10,15115,13875,49.99
686,27/04/2014 05:43,14855,13687,49.99
687,27/04/2014 09:17,15256,13986,45.99
688,27/04/2014 14:23,14851,13683,49.99
689,28/04/2014 22:56,14742,13602,49.99
690,29/04/2014 00:42,15353,14054,49.99
691,29/04/2014 09:55,14996,13792,59.99
692,29/04/2014 10:32,15391,14081,45.99
693,30/04/2014 19:04,14771,13622,49.99
694,01/05/2014 00:31,15140,13894,45.99
695,01/05/2014 18:03,15188,13930,49.99
696,02/05/2014 16:55,14946,13756,45.99
697,03/05/2014 03:09,15108,13871,49.99
698,04/05/2014 07:02,15811,14392,49.99
699,04/05/2014 07:32,15518,14172,29.99
700,04/05/2014 15:54,15255,13985,59.99
701,05/05/2014 03:44,15848,14419,45.99
702,05/05/2014 13:42,15266,13994,29.99
703,06/05/2014 20:02,15399,14086,49.99
704,07/05/2014 03:07,15377,14070,45.99
705,07/05/2014 06:43,15926,14476,45.99
706,08/05/2014 15:13,15482,14146,29.99
707,08/05/2014 16:54,15571,14213,45.99
708,09/05/2014 01:36,15703,14314,45.99
709,09/05/2014 05:29,15508,14165,45.99
710,09/05/2014 09:10,15709,14317,59.99
711,09/05/2014 17:22,15833,14408,45.99
712,10/05/2014 03:34,15630,14260,45.99
713,10/05/2014 05:46,16082,14585,29.99
714,11/05/2014 09:55,15462,14131,29.99
715,12/05/2014 18:25,15924,14475,49.99
716,13/05/2014 08:24,15593,14230,49.99
717,13/05/2014 09:57,16030,14547,45.99
718,13/05/2014 20:01,16020,14542,49.99
719,13/05/2014 21:20,15824,14401,45.99
720,14/05/2014 14:17,15853,14423,45.99
721,15/05/2014 12:39,16235,14697,45.99
722,16/05/2014 05:06,15843,14416,45.99
723,17/05/2014 08:41,16056,14566,49.99
724,17/05/2014 18:23,16173,14653,45.99
725,18/05/2014 07:29,16633,14989,49.99
726,19/05/2014 02:24,16418,14830,49.99
727,20/05/2014 05:11,15974,14507,49.99
728,20/05/2014 13:49,16565,14936,49.99
729,20/05/2014 15:26,16416,14828,45.99
730,20/05/2014 19:49,16329,14766,45.99
731,21/05/2014 11:40,16304,14747,59.99
732,22/05/2014 13:59,16062,14570,49.99
733,23/05/2014 02:39,16414,14827,49.99
734,23/05/2014 22:34,16618,14975,49.99
735,24/05/2014 08:40,16257,14715,49.99
736,24/05/2014 09:37,16627,14984,49.99
737,24/05/2014 23:31,17110,15338,49.99
738,26/05/2014 06:35,16378,14801,49.99
739,27/05/2014 16:57,16851,15148,49.99
740,28/05/2014 19:36,16641,14993,45.99
741,29/05/2014 10:00,16690,15033,45.99
742,29/05/2014 14:11,16670,15016,49.99
743,30/05/2014 02:21,17234,15436,59.99
744,31/05/2014 12:25,17089,15323,45.99
745,01/06/2014 20:34,17214,15419,59.99
746,01/06/2014 20:47,17273,15465,45.99
747,02/06/2014 00:36,17132,15353,29.99
748,02/06/2014 02:10,17360,15523,49.99
749,02/06/2014 12:30,16879,15166,45.99
750,03/06/2014 05:15,16962,15229,49.99
751,03/06/2014 13:09,17620,15715,49.99
752,03/06/2014 18:50,16956,15224,49.99
753,03/06/2014 22:15,17510,15633,45.99
754,04/06/2014 18:41,17459,15596,49.99
755,04/06/2014 21:04,17173,15388,49.99
756,05/06/2014 03:52,17265,15458,59.99
757,06/06/2014 03:59,17642,15732,49.99
758,06/06/2014 15:51,17482,15613,49.99
759,07/06/2014 10:20,17750,15810,59.99
760,08/06/2014 09:58,17601,15702,49.99
761,08/06/2014 20:39,17881,15908,49.99
762,09/06/2014 00:25,17857,15890,49.99
763,09/06/2014 01:51,17385,15539,49.99
764,09/06/2014 02:00,17209,15415,49.99
765,09/06/2014 18:47,17419,15565,49.99
766,10/06/2014 00:33,17938,15946,49.99
767,10/06/2014 03:34,17403,15555,49.99
768,10/06/2014 04:55,17354,15519,49.99
769,10/06/2014 18:38,17829,15870,49.99
770,11/06/2014 23:40,17751,15811,49.99
771,12/06/2014 09:32,17619,15714,45.99
772,12/06/2014 17:43,18032,16015,45.99
773,13/06/2014 01:00,17554,15668,49.99
774,13/06/2014 14:15,18080,16053,49.99
775,14/06/2014 08:51,17845,15879,49.99
776,14/06/2014 15:16,17672,15752,59.99
777,14/06/2014 18:36,18019,16005,49.99
778,16/06/2014 02:19,18320,16227,29.99
779,16/06/2014 14:30,18110,16073,29.99
780,16/06/2014 17:06,17848,15882,49.99
781,17/06/2014 12:08,18271,16192,49.99
782,17/06/2014 19:52,18288,16204,49.99
783,17/06/2014 19:57,17755,15814,45.99
784,18/06/2014 01:58,18146,16101,49.99
785,18/06/2014 09:26,18415,16302,49.99
786,18/06/2014 23:05,17856,15889,49.99
787,19/06/2014 03:20,18070,16045,29.99
788,19/06/2014 11:33,18375,16274,49.99
789,19/06/2014 13:09,18327,16233,49.99
790,19/06/2014 15:08,18053,16033,49.99
791,20/06/2014 02:10,18573,16422,49.99
792,20/06/2014 08:52,17828,15869,45.99
793,20/06/2014 14:18,18419,16305,49.99
794,21/06/2014 10:52,18301,16215,49.99
795,21/06/2014 17:18,18389,16284,29.99
796,22/06/2014 12:11,18049,16029,45.99
797,22/06/2014 12:41,18100,16067,49.99
798,22/06/2014 14:53,18698,16514,49.99
799,23/06/2014 02:15,18267,16189,49.99
800,23/06/2014 06:51,18609,16445,45.99
801,23/06/2014 10:37,18090,16060,59.99
802,24/06/2014 17:14,18312,16223,49.99
803,24/06/2014 23:12,18072,16047,49.99
804,25/06/2014 13:51,18686,16503,49.99
805,25/06/2014 22:20,18847,16628,45.99
806,27/06/2014 04:13,18226,16160,45.99
807,27/06/2014 06:57,18599,16438,59.99
808,28/06/2014 07:36,18713,16526,59.99
809,29/06/2014 02:03,18804,16596,45.99
810,29/06/2014 16:50,18542,16398,49.99
811,29/06/2014 21:40,19138,16836,45.99
812,30/06/2014 04:33,18720,16531,49.99
813,30/06/2014 18:02,18602,16440,59.99
814,01/07/2014 09:38,19100,16814,49.99
815,01/07/2014 16:06,18532,16392,49.99
816,01/07/2014 21:18,18903,16671,45.99
817,02/07/2014 03:28,18658,16481,49.99
818,02/07/2014 13:44,18786,16582,45.99
819,02/07/2014 14:22,18578,16425,49.99
820,02/07/2014 15:55,18954,16704,49.99
821,04/07/2014 04:13,19097,16811,59.99
822,04/07/2014 05:57,19235,16908,49.99
823,04/07/2014 06:55,19318,16971,49.99
824,04/07/2014 13:49,19052,16781,49.99
825,04/07/2014 23:55,19213,16890,29.99
826,05/07/2014 00:06,19268,16936,45.99
827,06/07/2014 00:14,18719,16530,49.99
828,06/07/2014 02:38,19335,16984,49.99
829,06/07/2014 05:18,19076,16796,29.99
830,06/07/2014 05:49,18777,16577,49.99
831,06/07/2014 07:22,18849,16630,49.99
832,06/07/2014 08:10,18826,16613,59.99
833,06/07/2014 13:12,18922,16684,45.99
834,06/07/2014 15:52,18889,16660,49.99
835,07/07/2014 04:46,19025,16761,49.99
836,07/07/2014 04:56,19336,16985,49.99
837,07/07/2014 08:06,19220,16896,49.99
838,07/07/2014 15:51,19216,16893,49.99
839,08/07/2014 09:44,18994,16738,45.99
840,09/07/2014 00:44,19103,16816,49.99
841,09/07/2014 02:34,19529,17127,29.99
842,09/07/2014 14:34,19206,16885,45.99
843,10/07/2014 13:01,19029,16764,49.99
844,11/07/2014 10:48,19232,16905,59.99
845,11/07/2014 11:34,19606,17189,49.99
846,11/07/2014 23:36,19272,16939,49.99
847,12/07/2014 00:17,19433,17058,59.99
848,12/07/2014 07:42,19558,17150,49.99
849,12/07/2014 14:29,19251,16921,49.99
850,12/07/2014 19:13,19451,17070,45.99
851,13/07/2014 06:35,19174,16862,49.99
852,13/07/2014 16:28,19140,16838,49.99
853,14/07/2014 01:41,19342,16990,49.99
854,14/07/2014 04:09,19281,16944,49.99
855,14/07/2014 11:37,19728,17280,49.99
856,14/07/2014 20:51,19822,17349,49.99
857,15/07/2014 19:26,19332,16981,45.99
858,16/07/2014 04:20,19858,17375,49.99
859,16/07/2014 21:44,19347,16994,59.99
860,17/07/2014 08:28,20036,17508,49.99
861,17/07/2014 13:25,19981,17467,49.99
862,18/07/2014 00:05,19866,17381,29.99
863,18/07/2014 17:34,20132,17575,49.99
864,19/07/2014 09:33,19831,17355,59.99
865,19/07/2014 15:34,20189,17614,49.99
866,19/07/2014 21:00,19942,17437,49.99
867,21/07/2014 04:57,19684,17246,45.99
868,21/07/2014 21:47,19635,17211,49.99
869,21/07/2014 23:16,20129,17573,49.99
870,22/07/2014 06:58,19671,17236,59.99
871,23/07/2014 05:12,20022,17498,59.99
872,23/07/2014 06:48,19811,17340,49.99
873,23/07/2014 10:04,20160,17596,45.99
874,23/07/2014 13:48,20210,17630,49.99
875,23/07/2014 23:07,20371,17755,45.99
876,24/07/2014 07:20,20380,17761,49.99
877,24/07/2014 14:37,20339,17730,49.99
878,24/07/2014 19:48,19797,17330,59.99
879,25/07/2014 14:12,20262,17674,29.99
880,25/07/2014 20:25,19848,17368,49.99
881,26/07/2014 17:17,20355,17743,49.99
882,26/07/2014 22:01,19933,17430,49.99
883,27/07/2014 11:36,20171,17603,49.99
884,28/07/2014 00:37,19919,17418,49.99
885,28/07/2014 11:48,20070,17530,45.99
886,28/07/2014 18:37,20116,17564,49.99
887,28/07/2014 19:26,20288,17693,49.99
888,29/07/2014 00:41,20439,17805,49.99
889,29/07/2014 03:12,20092,17547,49.99
890,29/07/2014 13:26,20374,17757,49.99
891,30/07/2014 05:50,20620,17934,45.99
892,01/08/2014 08:10,20645,17954,49.99
893,02/08/2014 04:13,20342,17733,45.99
894,02/08/2014 06:45,20425,17796,59.99
895,02/08/2014 15:13,20506,17855,49.99
896,02/08/2014 16:01,20276,17685,59.99
897,02/08/2014 23:55,20740,18022,49.99
898,03/08/2014 17:08,20469,17829,59.99
899,04/08/2014 02:54,21063,18259,49.99
900,04/08/2014 15:17,20316,17714,45.99
901,05/08/2014 16:23,20779,18051,49.99
902,06/08/2014 02:16,20773,18046,45.99
903,06/08/2014 06:30,20398,17776,29.99
904,06/08/2014 21:16,20607,17926,49.99
905,07/08/2014 06:08,20621,17935,49.99
906,08/08/2014 22:42,21221,18376,45.99
907,09/08/2014 20:04,20990,18205,49.99
908,10/08/2014 10:04,20973,18192,49.99
909,11/08/2014 12:49,21303,18438,45.99
910,11/08/2014 18:50,20876,18124,49.99
911,12/08/2014 03:12,21205,18364,49.99
912,12/08/2014 03:31,21103,18287,49.99
913,12/08/2014 08:38,21014,18222,49.99
914,12/08/2014 11:49,21349,18472,45.99
915,12/08/2014 19:19,21306,18441,49.99
916,14/08/2014 02:05,21084,18274,59.99
917,14/08/2014 02:46,21143,18319,45.99
918,14/08/2014 08:17,21025,18230,49.99
919,14/08/2014 21:53,21011,18219,49.99
920,14/08/2014 23:04,20991,18206,45.99
921,15/08/2014 03:49,21254,18402,49.99
922,15/08/2014 04:53,21223,18377,49.99
923,15/08/2014 23:29,21507,18592,49.99
924,16/08/2014 21:52,21421,18529,45.99
925,16/08/2014 22:57,21744,18767,49.99
926,17/08/2014 13:01,21714,18743,49.99
927,20/08/2014 09:20,21345,18470,49.99
928,20/08/2014 16:09,21882,18871,49.99
929,20/08/2014 20:03,21356,18478,45.99
930,21/08/2014 09:33,21276,18419,49.99
931,21/08/2014 22:03,21319,18451,49.99
932,22/08/2014 17:34,21639,18690,49.99
933,23/08/2014 00:56,22216,19116,49.99
934,23/08/2014 09:47,22133,19054,49.99
935,23/08/2014 10:17,22129,19050,49.99
936,23/08/2014 10:59,21423,18530,45.99
937,23/08/2014 11:30,22155,19070,49.99
938,23/08/2014 16:59,21829,18830,45.99
939,23/08/2014 18:23,22107,19032,49.99
940,24/08/2014 00:13,22123,19046,49.99
941,24/08/2014 02:19,22215,19115,49.99
942,24/08/2014 05:00,21855,18849,45.99
943,24/08/2014 14:52,22166,19078,49.99
944,24/08/2014 18:04,22169,19081,49.99
945,24/08/2014 19:31,22208,19110,49.99
946,24/08/2014 20:13,22247,19138,49.99
947,24/08/2014 21:29,21939,18915,45.99
948,24/08/2014 22:22,22118,19042,59.99
949,25/08/2014 03:05,22142,19060,49.99
950,25/08/2014 04:26,22267,19154,45.99
951,25/08/2014 06:58,21841,18839,49.99
952,25/08/2014 17:10,22201,19105,45.99
953,25/08/2014 17:52,22177,19086,45.99
954,25/08/2014 22:31,22336,19206,49.99
955,25/08/2014 23:05,22316,19191,49.99
956,26/08/2014 09:21,22117,19041,45.99
957,26/08/2014 20:07,21592,18657,59.99
958,27/08/2014 22:20,21876,18866,49.99
959,28/08/2014 19:54,22375,19237,49.99
960,29/08/2014 04:11,21889,18877,49.99
961,29/08/2014 08:14,22481,19313,45.99
962,29/08/2014 10:49,22270,19157,49.99
963,29/08/2014 13:15,22312,19188,49.99
964,29/08/2014 13:57,21794,18805,45.99
965,29/08/2014 18:39,22505,19329,49.99
966,29/08/2014 19:00,22356,19222,49.99
967,29/08/2014 19:20,22068,19005,49.99
968,29/08/2014 19:56,22167,19079,49.99
969,29/08/2014 22:09,22357,19223,49.99
970,30/08/2014 04:08,21887,18876,49.99
971,30/08/2014 08:11,22545,19358,45.99
972,30/08/2014 13:42,22388,19247,49.99
973,30/08/2014 18:14,22397,19254,49.99
974,30/08/2014 19:26,22330,19202,49.99
975,30/08/2014 22:08,22361,19226,49.99
976,31/08/2014 04:53,22560,19369,49.99
977,31/08/2014 05:36,21988,18951,49.99
978,31/08/2014 05:47,22371,19234,49.99
979,31/08/2014 08:14,22462,19300,49.99
980,31/08/2014 14:51,22680,19456,49.99
981,31/08/2014 17:01,22199,19104,49.99
982,31/08/2014 17:08,22648,19433,49.99
983,31/08/2014 22:08,22180,19089,49.99
984,31/08/2014 23:50,22292,19174,49.99
985,01/09/2014 03:54,22621,19412,49.99
986,01/09/2014 13:40,22087,19018,49.99
987,01/09/2014 14:38,22148,19064,49.99
988,02/09/2014 06:16,22784,19531,49.99
989,02/09/2014 16:13,22610,19403,49.99
990,02/09/2014 18:57,22442,19285,49.99
991,02/09/2014 21:25,22219,19118,49.99
992,03/09/2014 03:36,22437,19282,49.99
993,03/09/2014 03:41,22268,19155,49.99
994,03/09/2014 08:16,22699,19470,49.99
995,03/09/2014 08:48,22506,19330,49.99
996,03/09/2014 08:57,22586,19386,49.99
997,03/09/2014 09:31,22671,19449,49.99
998,03/09/2014 10:05,22807,19547,49.99
999,03/09/2014 10:09,22805,19545,45.99
1000,03/09/2014 11:09,22644,19429,49.99
1001,03/09/2014 16:15,22766,19517,45.99
1002,03/09/2014 20:46,22823,19558,49.99
1003,03/09/2014 20:59,22359,19225,49.99
1004,03/09/2014 22:11,22690,19464,29.99
1005,03/09/2014 22:17,22526,19345,49.99
1006,04/09/2014 04:42,22276,19161,49.99
1007,04/09/2014 06:36,22343,19211,49.99
1008,04/09/2014 07:07,22637,19423,49.99
1009,04/09/2014 10:10,22468,19304,49.99
1010,04/09/2014 10:51,22259,19147,49.99
1011,04/09/2014 11:23,22287,19169,49.99
1012,04/09/2014 17:52,22279,19163,49.99
1013,04/09/2014 20:22,22244,19136,49.99
1014,04/09/2014 22:43,22646,19431,49.99
1015,05/09/2014 00:50,22382,19242,49.99
1016,05/09/2014 01:12,22530,19348,49.99
1017,05/09/2014 01:29,22341,19210,49.99
1018,05/09/2014 02:37,22550,19362,49.99
1019,05/09/2014 02:37,22578,19381,49.99
1020,05/09/2014 04:11,22960,19652,49.99
1021,05/09/2014 07:18,22880,19597,49.99
1022,05/09/2014 10:19,22783,19530,49.99
1023,05/09/2014 11:50,22742,19499,49.99
1024,05/09/2014 15:51,22262,19150,49.99
1025,05/09/2014 16:29,22528,19346,49.99
1026,05/09/2014 20:03,22548,19360,49.99
1027,05/09/2014 23:29,22332,19203,49.99
1028,06/09/2014 13:18,23085,19742,59.99
1029,06/09/2014 16:38,22822,19557,49.99
1030,06/09/2014 17:47,22878,19596,49.99
1031,06/09/2014 17:49,23035,19709,45.99
1032,06/09/2014 20:01,22790,19535,29.99
1033,06/09/2014 20:02,22688,19463,49.99
1034,06/09/2014 23:29,23051,19720,49.99
1035,06/09/2014 23:32,22964,19655,49.99
1036,07/09/2014 00:29,22502,19327,49.99
1037,07/09/2014 01:37,22893,19604,49.99
1038,07/09/2014 06:17,22509,19333,49.99
1039,07/09/2014 07:04,23132,19776,49.99
1040,07/09/2014 07:47,22440,19284,49.99
1041,07/09/2014 07:47,22396,19253,49.99
1042,07/09/2014 09:25,22381,19241,45.99
1043,07/09/2014 10:19,22368,19232,49.99
1044,07/09/2014 14:36,22384,19243,49.99
1045,07/09/2014 16:28,23135,19778,49.99
1046,07/09/2014 23:30,22767,19518,49.99
1047,08/09/2014 02:06,22987,19673,49.99
1048,08/09/2014 02:09,23031,19706,49.99
1049,08/09/2014 08:06,22967,19657,49.99
1050,08/09/2014 11:52,22428,19275,49.99
1051,08/09/2014 12:25,22557,19367,49.99
1052,08/09/2014 16:57,23067,19731,49.99
1053,08/09/2014 20:43,22806,19546,49.99
1054,08/09/2014 23:07,22507,19331,49.99
1055,09/09/2014 01:02,22746,19502,49.99
1056,09/09/2014 03:11,22508,19332,49.99
1057,09/09/2014 06:44,22826,19560,49.99
1058,09/09/2014 09:56,23136,19779,49.99
1059,09/09/2014 11:10,22448,19290,49.99
1060,09/09/2014 15:07,22423,19271,49.99
1061,09/09/2014 15:50,22417,19267,49.99
1062,09/09/2014 17:00,22710,19476,49.99
1063,09/09/2014 17:02,22848,19576,49.99
1064,09/09/2014 17:31,22896,19606,49.99
1065,09/09/2014 18:43,22906,19613,49.99
1066,09/09/2014 21:38,23208,19834,49.99
1067,09/09/2014 21:56,22730,19490,49.99
1068,09/09/2014 21:59,22812,19551,49.99
1069,09/09/2014 23:32,22612,19405,49.99
1070,10/09/2014 01:33,22522,19343,49.99
1071,10/09/2014 02:28,23064,19729,49.99
1072,10/09/2014 02:40,22556,19366,49.99
1073,10/09/2014 03:13,22479,19312,49.99
1074,10/09/2014 05:21,23104,19757,49.99
1075,10/09/2014 08:18,22531,19349,49.99
1076,10/09/2014 09:23,22825,19559,49.99
1077,10/09/2014 14:57,23017,19695,45.99
1078,10/09/2014 15:05,23166,19801,49.99
1079,10/09/2014 19:15,22605,19399,49.99
1080,10/09/2014 19:52,22743,19500,49.99
1081,10/09/2014 20:13,23335,19930,49.99
1082,10/09/2014 20:36,22533,19351,49.99
1083,11/09/2014 00:46,23359,19947,49.99
1084,11/09/2014 03:47,22804,19544,49.99
1085,11/09/2014 12:18,22696,19468,49.99
1086,11/09/2014 13:35,22516,19339,49.99
1087,11/09/2014 15:15,22543,19357,49.99
1088,11/09/2014 16:32,23411,19983,49.99
1089,11/09/2014 18:48,23123,19770,49.99
1090,11/09/2014 19:40,23171,19805,49.99
1091,11/09/2014 20:22,22585,19385,49.99
1092,11/09/2014 20:45,22753,19507,49.99
1093,11/09/2014 23:17,22772,19522,49.99
1094,12/09/2014 00:29,22859,19583,49.99
1095,12/09/2014 03:24,23202,19829,49.99
1096,12/09/2014 07:24,23323,19922,49.99
1097,12/09/2014 09:22,23446,20008,49.99
1098,12/09/2014 17:03,22840,19570,49.99
1099,12/09/2014 20:52,23464,20020,49.99
1100,12/09/2014 21:06,22873,19592,49.99
1101,12/09/2014 21:22,23236,19855,49.99
1102,12/09/2014 23:18,23189,19820,49.99
1103,12/09/2014 23:39,22691,19465,49.99
1104,13/09/2014 01:59,23256,19871,49.99
1105,13/09/2014 02:30,22768,19518,59.99
1106,13/09/2014 02:32,23296,19900,49.99
1107,13/09/2014 07:27,22865,19587,49.99
1108,13/09/2014 13:04,22821,19556,49.99
1109,13/09/2014 13:24,22924,19627,49.99
1110,13/09/2014 15:12,23203,19830,49.99
1111,13/09/2014 23:06,23026,19702,49.99
1112,14/09/2014 00:27,23093,19748,49.99
1113,14/09/2014 06:56,23526,20067,49.99
1114,14/09/2014 11:32,23573,20101,49.99
1115,14/09/2014 17:04,23590,20115,49.99
1116,14/09/2014 19:20,23215,19840,49.99
1117,14/09/2014 21:24,22989,19674,49.99
1118,15/09/2014 02:05,22916,19620,49.99
1119,15/09/2014 09:07,22935,19634,45.99
1120,15/09/2014 13:14,23102,19756,49.99
1121,15/09/2014 15:02,23096,19751,49.99
1122,15/09/2014 17:00,22846,19575,49.99
1123,15/09/2014 19:26,22811,19550,49.99
1124,15/09/2014 20:44,23227,19848,45.99
1125,15/09/2014 21:03,23152,19791,49.99
1126,15/09/2014 23:25,23238,19856,49.99
1127,16/09/2014 00:25,22979,19666,49.99
1128,16/09/2014 06:50,23691,20192,49.99
1129,16/09/2014 12:09,23061,19727,45.99
1130,16/09/2014 12:37,23513,20058,49.99
1131,16/09/2014 14:27,22892,19603,49.99
1132,16/09/2014 15:13,22961,19653,49.99
1133,16/09/2014 16:12,22993,19678,49.99
1134,16/09/2014 16:45,23358,19946,49.99
1135,16/09/2014 16:58,23611,20131,49.99
1136,16/09/2014 19:37,23454,20013,49.99
1137,16/09/2014 23:03,23146,19787,49.99
1138,17/09/2014 00:13,23056,19723,49.99
1139,17/09/2014 01:59,22845,19574,49.99
1140,17/09/2014 03:49,23661,20171,49.99
1141,17/09/2014 07:59,23564,20094,49.99
1142,17/09/2014 13:38,23229,19850,49.99
1143,17/09/2014 14:05,23674,20181,49.99
1144,17/09/2014 18:19,22931,19632,49.99
1145,17/09/2014 19:42,23632,20148,49.99
1146,17/09/2014 19:56,23232,19853,49.99
1147,17/09/2014 20:45,23469,20024,49.99
1148,17/09/2014 21:19,23046,19716,49.99
1149,17/09/2014 21:40,23313,19915,49.99
1150,18/09/2014 00:23,23726,20216,45.99
1151,18/09/2014 00:49,23536,20075,49.99
1152,18/09/2014 11:24,23244,19862,49.99
1153,18/09/2014 16:32,23023,19700,49.99
1154,18/09/2014 18:25,23809,20276,49.99
1155,18/09/2014 19:20,23777,20254,49.99
1156,18/09/2014 20:52,23538,20076,49.99
1157,18/09/2014 21:26,23005,19688,49.99
1158,19/09/2014 05:19,23765,20245,49.99
1159,19/09/2014 11:53,23869,20322,59.99
1160,19/09/2014 15:08,23178,19810,49.99
1161,19/09/2014 18:29,23276,19885,49.99
1162,19/09/2014 21:54,23521,20064,49.99
1163,19/09/2014 23:23,23565,20095,49.99
1164,20/09/2014 02:57,23292,19898,59.99
1165,20/09/2014 04:24,23420,19988,29.99
1166,20/09/2014 09:57,23569,20098,49.99
1167,20/09/2014 10:14,23147,19788,49.99
1168,20/09/2014 12:32,23355,19944,49.99
1169,20/09/2014 14:57,23459,20016,49.99
1170,20/09/2014 22:13,23288,19894,49.99
1171,21/09/2014 00:23,23673,20180,49.99
1172,21/09/2014 03:15,23697,20196,45.99
1173,21/09/2014 08:00,23251,19867,59.99
1174,22/09/2014 00:30,23728,20217,49.99
1175,22/09/2014 00:39,23613,20133,49.99
1176,22/09/2014 01:37,23644,20158,49.99
1177,22/09/2014 03:58,23609,20129,49.99
1178,22/09/2014 06:05,23309,19912,49.99
1179,22/09/2014 08:37,23560,20091,49.99
1180,22/09/2014 10:44,23226,19848,49.99
1181,22/09/2014 13:19,23600,20122,49.99
1182,22/09/2014 16:35,23687,20189,49.99
1183,22/09/2014 17:43,23928,20364,49.99
1184,22/09/2014 18:50,23711,20205,49.99
1185,22/09/2014 20:54,23403,19978,49.99
1186,22/09/2014 21:07,23305,19909,49.99
1187,22/09/2014 23:54,23524,20066,49.99
1188,23/09/2014 04:34,24079,20479,49.99
1189,23/09/2014 12:48,23770,20249,45.99
1190,23/09/2014 14:57,23604,20125,49.99
1191,23/09/2014 22:48,23746,20231,49.99
1192,24/09/2014 04:53,23500,20049,49.99
1193,24/09/2014 14:58,23804,20273,49.99
1194,24/09/2014 19:39,23701,20199,49.99
1195,24/09/2014 23:09,24200,20568,49.99
1196,24/09/2014 23:56,23593,20117,49.99
1197,25/09/2014 00:15,23596,20119,49.99
1198,25/09/2014 02:04,23610,20130,49.99
1199,25/09/2014 04:23,23732,20220,49.99
1200,25/09/2014 13:22,23579,20105,45.99
1201,25/09/2014 14:26,23693,20193,49.99
1202,25/09/2014 23:17,23511,20057,49.99
1203,26/09/2014 03:02,23714,20207,45.99
1204,26/09/2014 03:10,24189,20560,49.99
1205,26/09/2014 11:28,23699,20198,49.99
1206,27/09/2014 00:27,23559,20090,49.99
1207,27/09/2014 20:42,24304,20645,49.99
1208,28/09/2014 00:12,23645,20159,49.99
1209,28/09/2014 03:48,23769,20248,49.99
